x1,x2
-3.709250580350405,-6.942516259379316
12.178652152895,12.920465644920606
10.043105207410628,5.999858063284073
0.9860348024235988,1.9584824796150673
21.416719262596494,17.695235577427024
-4.93305646389046,-3.6310729970932067
7.396083673021935,7.556676008928635
1.8027283125099716,0.27609252667446627
29.78271445309083,32.32421604553687
-3.8231588313958587,-4.717441279920733
-5.376170306650017,-3.62829160503519
-19.937001669951567,-18.20270866981148
-1.2476410958583175,2.871814622447862
13.37576355541016,19.061685742888308
-5.280894021801302,-4.857627691944573
-12.335530108080865,-11.70424867230884
19.272305984078542,18.247013817422655
-10.557977428628417,-15.686964486121274
-15.940987278993344,-14.908540839648287
14.883404977461872,19.34010718167249
0.8170130610562418,1.085304554810054
-6.006800820814626,-8.543654837871316
2.0655429374948295,-4.775640638163672
7.612049354324061,6.272328636550993
-8.179438189801319,-9.017025629713196
-15.042898854377992,-14.019338552558942
10.568380685757056,7.118021715902243
-3.70160208638872,-5.2006432086617576
-12.506407181546367,-16.17201705851769
2.4685991419941873,1.0247059516118127
8.589247391552723,14.07905927136398
-5.114395349142217,-2.740129356275179
-6.94366935653039,-9.883260149412356
9.257380964986812,17.60651253281067
8.684452634958827,8.74864140823654
-12.342443796212898,-12.709561682818716
-14.823525801335986,-12.1550428815271
-3.665583728750094,-3.5879508140365246
17.431989109150578,16.47053271109903
7.018039574998461,9.464747341598214
5.065360729341991,6.135579284201823
-13.603657223540468,-10.669673117460118
22.744870913925816,22.8992627306068
-16.523786818759284,-13.871128441951523
-9.39025616920696,-9.278511984166538
19.947996054350476,23.713809485545823
-3.7607231868665183,-3.510760739193053
19.94411376978863,17.0851855745911
-0.3088425674302026,-0.3158547868035971
17.021848109952018,19.941599181392895
14.295908666175318,20.30040041271731
-9.828635239567069,-8.296965710986312
-5.363852441643704,-6.129601835970783
16.67262203803752,13.787231808190182
0.5000068528130288,4.690734215357025
-7.23881313015712,-2.2800622359058957
-2.2608196425655365,2.4722526896451855
-0.87693857687492,-3.5260998180387757
2.59048271431492,3.7690295609062776
-20.274657504866568,-17.326031242812416
10.110348672142528,11.321181794212157
-3.174631972342068,-3.0273001045504833
-3.6302097550407666,-1.9055089832999337
9.340979183237012,12.052136013390763
-14.781447961530354,-17.033898770297323
-23.562375843827972,-19.888418377054933
-1.2563549046793852,2.0850968571870925
5.650066419232815,3.311885635455128
2.390022039631506,-2.1087316540862124
6.604934279973037,6.339730260374047
-4.236340168773264,1.1817959761136843
-2.950415313617918,-5.001422824426241
-12.568329305763111,-16.03009990272286
-9.262846615034796,-10.095668168717324
6.906724047299312,7.1002161687001015
-31.14747863947028,-31.838030097763163
6.622437889977853,5.2943940324995165
6.135460183013818,7.173893373424248
14.483543921984001,18.179534399762062
5.621924329256639,4.116903789599197
-1.7370869629765364,-2.0127363133461933
-12.627485277448907,-15.454015212210011
10.667141646640397,13.077812507040793
-6.462442944234773,-1.9776189261545456
-7.055405275414693,-5.984542312143048
7.281297160896768,10.867494393841127
-7.2638623253012815,-3.7098588204664615
-0.5122163600386542,-4.597302715352204
9.352404669024917,13.683957932924528
-4.112533750218005,4.155302489465886
11.331325297178395,15.602326452180215
6.020187207520964,5.675928675040936
0.3838731046544213,0.35631386504854806
-4.514079144678701,-6.021782851185075
1.1138193108946424,-0.904125219572645
-1.2886961264737797,-0.03814360750590429
-4.482489738718932,-3.0720891323814783
-3.140592794810586,0.49877536796027666
12.075212582794823,11.693085255508795
-0.16302662218674152,-0.7061978896862522
