x,y
7.865613299596429,5.54597473333315
-5.27583381023911,-5.622827374235568
7.97973527506342,6.047385233620269
24.72646041502232,25.71143071509073
-8.25963339837897,-6.541507986707125
22.911987839172014,21.75776509766324
-1.437756238761589,-3.232502209923604
4.577061666611489,4.189799159306572
-5.894797478622658,-8.884792236087819
9.26018719438478,11.15676787381787
9.968750000972692,10.112358413040091
-10.82650742980946,-14.64785689162873
-4.0517617556754635,-0.7951671664002826
16.173170196367018,15.828376067627559
0.35291673654327127,-0.0998871146343891
-13.98696717600004,-15.184702496172001
12.158192603687644,11.830863851359272
-6.143516969355857,-5.779512353286561
-3.6813585626405496,-0.7345916302181257
9.184353313405326,9.28274953142809
-9.967154415014832,-7.744518877177563
5.211068585960578,5.722153763114516
18.36363682731134,16.31737524268783
-8.81621803528905,-8.53620611114713
-11.026366202444034,-8.077679536727073
-9.31769686853709,-11.04173968260176
4.423203790080573,4.426471830309286
4.646548927742798,7.064915983349062
2.239277387547677,2.1268297184976044
-5.893317902667779,-7.739063298393466
2.177997046702089,2.988501708816578
-3.959920600767745,-2.8937445642894435
-5.882183432995955,-8.615801677511456
6.16490340460735,4.616449744600363
22.59234543332437,28.58750467060961
-3.7194255769866147,-10.80376467056587
6.294953106364638,8.987524443480005
-10.060405331235708,-10.654052265399816
-21.49364366718381,-18.418627720865192
9.482884531172903,8.376132318875293
6.913211907030076,8.489591946698644
19.725767739868346,19.21036560441669
20.662282766478143,21.6775080661601
-9.98885190818385,-11.997144143353609
-3.107391893625703,-5.655111286296101
3.830945333514232,1.9834902040043554
-10.221509187448955,-9.372317539102793
-7.182114390153005,-6.553162609069636
-25.110754659897893,-26.70839078526076
-10.257731892534558,-10.820353197733358
